incident_datetime,incident_date,incident_time,incident_year,incident_day_of_week,report_datetime,row_id,incident_id,incident_number,cad_number,report_type_code,report_type_description,incident_code,incident_category,incident_subcategory,incident_description,resolution,intersection,cnn,police_district,analysis_neighborhood,supervisor_district,supervisor_district_2012,latitude,longitude,incident_datetime_parsed,incident_year_rx,incident_month_rx,incident_year_month_rx,incident_year_month_date_rx
2024-01-30T22:45:00Z,2024-01-30T00:00:00Z,22:45:00,2024,Tuesday,2024-01-31T15:30:00Z,136187606224,1361876,246013015,NA,II,Coplogic Initial,06224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,VALENCIA ST \ MISSION ST,21338000,Ingleside,Bernal Heights,9,9,37.74538803100586,-122.4200210571289,2024-01-30T22:45:00Z,2024,Jan,2024-Jan,2024-01-01
2024-02-04T12:00:00Z,2024-02-04T00:00:00Z,12:00:00,2024,Sunday,2024-02-04T16:36:00Z,136177306244,1361773,240077166,240352197,II,Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,JACKSON ST \ COLUMBUS AVE,24766000,Central,Chinatown,3,3,37.79630279541016,-122.40441131591795,2024-02-04T12:00:00Z,2024,Feb,2024-Feb,2024-02-01
2024-12-31T00:01:00Z,2024-12-31T00:00:00Z,00:01:00,2024,Tuesday,2024-12-31T15:38:00Z,145762106244,1457621,246169301,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,BERGEN ALY \ HYDE ST,25578000,Central,Russian Hill,2,2,37.80523681640625,-122.42027282714844,2024-12-31T00:01:00Z,2024,Dec,2024-Dec,2024-12-01
2024-12-31T10:30:00Z,2024-12-31T00:00:00Z,10:30:00,2024,Tuesday,2025-01-02T21:13:00Z,145764306244,1457643,250000997,NA,IS,Coplogic Supplement,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,BAY ST \ MASON ST,25473000,Central,North Beach,3,3,37.80561828613281,-122.41360473632812,2024-12-31T10:30:00Z,2024,Dec,2024-Dec,2024-12-01
2024-12-30T03:00:00Z,2024-12-30T00:00:00Z,03:00:00,2024,Monday,2024-12-30T15:55:00Z,145760206224,1457602,246169260,NA,II,Coplogic Initial,06224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,FRANCISCO ST \ LEAVENWORTH ST,25572000,Central,Russian Hill,3,2,37.80406951904297,-122.41834259033205,2024-12-30T03:00:00Z,2024,Dec,2024-Dec,2024-12-01
2024-12-29T15:30:00Z,2024-12-29T00:00:00Z,15:30:00,2024,Sunday,2024-12-30T09:20:00Z,145749606244,1457496,246169113,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,LOMBARD ST \ SANSOME ST,24870000,Central,Financial District/South Beach,3,3,37.80403137207031,-122.40335083007812,2024-12-29T15:30:00Z,2024,Dec,2024-Dec,2024-12-01
2024-12-24T06:00:00Z,2024-12-24T00:00:00Z,06:00:00,2024,Tuesday,2025-01-01T18:43:00Z,145762206224,1457622,256007478,NA,II,Coplogic Initial,06224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,CLAY ST \ SCOTT ST,26819000,Central,Pacific Heights,2,2,37.79008102416992,-122.43913269042967,2024-12-24T06:00:00Z,2024,Dec,2024-Dec,2024-12-01
2024-12-30T03:01:00Z,2024-12-30T00:00:00Z,03:01:00,2024,Monday,2025-01-02T14:04:00Z,145762906224,1457629,256007638,NA,II,Coplogic Initial,06224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,CEDAR ST \ LARKIN ST,25172000,Central,Tenderloin,3,6,37.78656768798828,-122.41818237304688,2024-12-30T03:01:00Z,2024,Dec,2024-Dec,2024-12-01
2024-12-26T17:45:00Z,2024-12-26T00:00:00Z,17:45:00,2024,Thursday,2024-12-30T14:49:00Z,145749506224,1457495,246169191,NA,II,Coplogic Initial,06224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,DRUMM ST \ SACRAMENTO ST,24574000,Central,Financial District/South Beach,3,3,37.79458999633789,-122.3965835571289,2024-12-26T17:45:00Z,2024,Dec,2024-Dec,2024-12-01
2024-03-28T22:00:00Z,2024-03-28T00:00:00Z,22:00:00,2024,Thursday,2025-03-28T23:21:00Z,147290406244,1472904,256030617,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,SUTTER ST \ VAN NESS AVE,25219000,Northern,Nob Hill,3,2,37.78754806518555,-122.42176055908205,2024-03-28T22:00:00Z,2024,Mar,2024-Mar,2024-03-01
2024-02-05T21:00:00Z,2024-02-05T00:00:00Z,21:00:00,2024,Monday,2025-02-06T16:30:00Z,145997406221,1459974,250072413,250372342,II,Initial,06221,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, <$50",Open or Active,36TH AVE \ KIRKHAM ST,27728000,Park,Sunset/Parkside,4,4,37.75902938842773,-122.49507904052734,2024-02-05T21:00:00Z,2024,Feb,2024-Feb,2024-02-01
2024-12-15T15:00:00Z,2024-12-15T00:00:00Z,15:00:00,2024,Sunday,2025-02-16T12:02:00Z,146327706224,1463277,256017568,NA,II,Coplogic Initial,06224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,03RD ST \ FOLSOM ST,24583000,Southern,South of Market,6,6,37.78378677368164,-122.39893341064452,2024-12-15T15:00:00Z,2024,Dec,2024-Dec,2024-12-01
2024-04-05T02:30:00Z,2024-04-05T00:00:00Z,02:30:00,2024,Friday,2025-04-05T09:05:00Z,147412906243,1474129,250190504,250950745,II,Initial,06243,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $200-$950",Open or Active,LARKIN ST \ SUTTER ST,25202000,Northern,Nob Hill,3,3,37.787967681884766,-122.41846466064452,2024-04-05T02:30:00Z,2024,Apr,2024-Apr,2024-04-01
2024-02-04T13:00:00Z,2024-02-04T00:00:00Z,13:00:00,2024,Sunday,2024-02-04T15:56:00Z,136176206244,1361762,240077081,240352043,II,Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,THE EMBARCADERO \ BEACH ST \ GRANT AVE,25475000,Central,North Beach,3,3,37.80810928344727,-122.40904998779295,2024-02-04T13:00:00Z,2024,Feb,2024-Feb,2024-02-01
2024-02-03T16:20:00Z,2024-02-03T00:00:00Z,16:20:00,2024,Saturday,2024-02-03T18:32:00Z,136165906244,1361659,240076180,240342459,II,Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,POST ST \ SCOTT ST,26622000,Northern,Japantown,5,5,37.78453063964844,-122.43801879882812,2024-02-03T16:20:00Z,2024,Feb,2024-Feb,2024-02-01
2024-02-04T13:00:00Z,2024-02-04T00:00:00Z,13:00:00,2024,Sunday,2024-02-04T16:00:00Z,136176706244,1361767,240077138,240352137,II,Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,03RD ST \ ARTHUR AVE \ CARGO WAY,20247000,Central,Bayview Hunters Point,10,10,37.74615859985352,-122.38717651367188,2024-02-04T13:00:00Z,2024,Feb,2024-Feb,2024-02-01
2024-01-06T15:00:00Z,2024-01-06T00:00:00Z,15:00:00,2024,Saturday,2024-01-06T17:09:00Z,135379306244,1353793,240013182,240062097,II,Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,VISTA LN \ PARKRIDGE DR,32974000,Park,Twin Peaks,8,8,37.75235171503818,-122.44598442613956,2024-01-06T15:00:00Z,2024,Jan,2024-Jan,2024-01-01
2024-01-03T12:00:00Z,2024-01-03T00:00:00Z,12:00:00,2024,Wednesday,2024-01-05T13:52:00Z,135369706244,1353697,240005286,240031555,II,Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,KENNY ALY \ MISSION ST,21736000,Ingleside,Outer Mission,11,11,37.71930935913096,-122.43886348695386,2024-01-03T12:00:00Z,2024,Jan,2024-Jan,2024-01-01
2024-05-23T20:00:00Z,2024-05-23T00:00:00Z,20:00:00,2024,Thursday,2025-02-11T13:26:00Z,146154406244,1461544,240324939,NA,IS,Coplogic Supplement,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,PINE ST \ POLK ST,25222000,Northern,Nob Hill,3,3,37.78961944580078,-122.42049407958984,2024-05-23T20:00:00Z,2024,May,2024-May,2024-05-01
2024-01-04T18:00:00Z,2024-01-04T00:00:00Z,18:00:00,2024,Thursday,2024-01-05T09:54:00Z,135359106244,1353591,246001286,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,WASHINGTON ST \ LAUREL ST,26922000,Richmond,Presidio Heights,2,2,37.78951749914898,-122.4506552397768,2024-01-04T18:00:00Z,2024,Jan,2024-Jan,2024-01-01
2024-01-04T18:15:00Z,2024-01-04T00:00:00Z,18:15:00,2024,Thursday,2024-01-05T12:48:00Z,135358106224,1353581,246001355,NA,II,Coplogic Initial,06224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,FUNSTON AVE \ LAKE ST,27627000,Richmond,Inner Richmond,1,2,37.78633349512899,-122.47218533961572,2024-01-04T18:15:00Z,2024,Jan,2024-Jan,2024-01-01
2024-01-05T01:00:00Z,2024-01-05T00:00:00Z,01:00:00,2024,Friday,2024-01-05T08:52:00Z,135366106224,1353661,246001220,NA,II,Coplogic Initial,06224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,18TH ST \ SANCHEZ ST,25720000,Mission,Castro/Upper Market,8,8,37.76115547557552,-122.4305735690657,2024-01-05T01:00:00Z,2024,Jan,2024-Jan,2024-01-01
2024-01-02T18:45:00Z,2024-01-02T00:00:00Z,18:45:00,2024,Tuesday,2024-01-03T10:09:00Z,135364806244,1353648,246001167,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,MISSION ST \ 21ST ST,24113000,Mission,Mission,9,9,37.75703540085026,-122.41890102956305,2024-01-02T18:45:00Z,2024,Jan,2024-Jan,2024-01-01
2024-01-05T19:11:00Z,2024-01-05T00:00:00Z,19:11:00,2024,Friday,2024-01-05T23:29:00Z,135351906244,1353519,240011885,240053359,II,Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,BUSH ST \ BUCHANAN ST,26531000,Northern,Pacific Heights,5,5,37.78744082436487,-122.43016838316078,2024-01-05T19:11:00Z,2024,Jan,2024-Jan,2024-01-01
2024-01-05T23:00:00Z,2024-01-05T00:00:00Z,23:00:00,2024,Friday,2024-01-06T10:15:00Z,135371906242,1353719,240012407,240060909,II,Initial,06242,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $50-$200",Open or Active,BONIFACIO ST \ LAPU-LAPU ST,24581000,Southern,South of Market,6,6,37.78259591133464,-122.39934928749489,2024-01-05T23:00:00Z,2024,Jan,2024-Jan,2024-01-01
2024-01-05T22:15:00Z,2024-01-05T00:00:00Z,22:15:00,2024,Friday,2024-01-06T14:31:00Z,135376906224,1353769,240012952,240061660,II,Initial,06224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,BROADWAY \ LAGUNA ST,26578000,Northern,Pacific Heights,2,2,37.79489493636311,-122.42998927774914,2024-01-05T22:15:00Z,2024,Jan,2024-Jan,2024-01-01
2024-01-06T13:00:00Z,2024-01-06T00:00:00Z,13:00:00,2024,Saturday,2024-01-06T14:00:00Z,135377806244,1353778,240012924,240061479,II,Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,21ST AVE \ GEARY BLVD,27537000,Richmond,Outer Richmond,1,1,37.78028023726124,-122.4804506292848,2024-01-06T13:00:00Z,2024,Jan,2024-Jan,2024-01-01
2024-03-24T00:00:00Z,2024-03-24T00:00:00Z,00:00:00,2024,Sunday,2025-03-24T12:09:00Z,147541606244,1475416,256035457,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,ANDERSON ST \ EUGENIA AVE,21210000,Ingleside,Bernal Heights,9,9,37.74037551879883,-122.41516876220705,2024-03-24T00:00:00Z,2024,Mar,2024-Mar,2024-03-01
2024-08-02T23:00:00Z,2024-08-02T00:00:00Z,23:00:00,2024,Friday,2025-03-31T19:37:00Z,147573506224,1475735,256036079,NA,II,Coplogic Initial,06224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,BUSH ST \ JONES ST,24968000,Central,Nob Hill,3,3,37.789527893066406,-122.41372680664062,2024-08-02T23:00:00Z,2024,Aug,2024-Aug,2024-08-01
2024-06-23T21:00:00Z,2024-06-23T00:00:00Z,21:00:00,2024,Sunday,2025-03-31T20:08:00Z,147572506224,1475725,256036085,NA,II,Coplogic Initial,06224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,PINE ST \ VINE TER,25071000,Central,Nob Hill,3,3,37.79083251953125,-122.41099548339844,2024-06-23T21:00:00Z,2024,Jun,2024-Jun,2024-06-01
2024-06-25T19:15:00Z,2024-06-25T00:00:00Z,19:15:00,2024,Tuesday,2024-06-25T23:43:00Z,140162606241,1401626,240397328,241773490,II,Initial,06241,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, <$50",Open or Active,LARKIN ST \ PINE ST,25206000,Northern,Nob Hill,3,3,37.78982925415039,-122.4188461303711,2024-06-25T19:15:00Z,2024,Jun,2024-Jun,2024-06-01
2024-06-26T19:30:00Z,2024-06-26T00:00:00Z,19:30:00,2024,Wednesday,2024-06-26T21:15:00Z,140184106244,1401841,240399170,241782706,II,Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,25TH AVE \ CLEMENT ST,27555000,Richmond,Outer Richmond,1,1,37.78202438354492,-122.48487091064452,2024-06-26T19:30:00Z,2024,Jun,2024-Jun,2024-06-01
2024-03-04T14:13:00Z,2024-03-04T00:00:00Z,14:13:00,2024,Monday,2024-03-04T14:13:00Z,136992906223,1369929,240142571,240641794,II,Initial,06223,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, $200-$950",Open or Active,HYDE ST \ TURK ST,24933000,Tenderloin,Tenderloin,5,6,37.78258514404297,-122.41569519042967,2024-03-04T14:13:00Z,2024,Mar,2024-Mar,2024-03-01
2024-03-02T18:00:00Z,2024-03-02T00:00:00Z,18:00:00,2024,Saturday,2024-03-03T17:10:00Z,136982206244,1369822,246027351,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,25TH ST \ SHOTWELL ST,24059000,Mission,Mission,9,9,37.75083541870117,-122.4150161743164,2024-03-02T18:00:00Z,2024,Mar,2024-Mar,2024-03-01
2024-03-04T11:30:00Z,2024-03-04T00:00:00Z,11:30:00,2024,Monday,2024-03-04T13:00:00Z,136990406244,1369904,240142349,240641536,II,Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,STOW LAKE DR \ MARTIN LUTHER KING JR DR,27442000,Richmond,Golden Gate Park,7,5,37.76705551147461,-122.47328186035156,2024-03-04T11:30:00Z,2024,Mar,2024-Mar,2024-03-01
2024-03-03T15:30:00Z,2024-03-03T00:00:00Z,15:30:00,2024,Sunday,2024-03-03T23:11:00Z,136980806244,1369808,246027442,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,ENTERPRISE ST \ FOLSOM ST,24136000,Mission,Mission,9,9,37.76470565795898,-122.41525268554688,2024-03-03T15:30:00Z,2024,Mar,2024-Mar,2024-03-01
2024-03-04T10:25:00Z,2024-03-04T00:00:00Z,10:25:00,2024,Monday,2024-03-04T15:00:00Z,136994106244,1369941,240142640,240641959,II,Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,THE EMBARCADERO \ CHESTNUT ST \ SANSOME ST,34013000,Central,North Beach,3,3,37.80518341064453,-122.40343475341795,2024-03-04T10:25:00Z,2024,Mar,2024-Mar,2024-03-01
2024-02-28T04:00:00Z,2024-02-28T00:00:00Z,04:00:00,2024,Wednesday,2024-03-01T15:52:00Z,136981706224,1369817,246027107,NA,II,Coplogic Initial,06224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,STEINER ST \ CLAY ST,26636000,Northern,Pacific Heights,2,2,37.79050064086914,-122.43585205078124,2024-02-28T04:00:00Z,2024,Feb,2024-Feb,2024-02-01
2024-02-01T21:15:00Z,2024-02-01T00:00:00Z,21:15:00,2024,Thursday,2025-02-02T00:47:00Z,146253406224,1462534,256015631,NA,II,Coplogic Initial,06224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,01ST ST \ GUY PL,24500000,Southern,Financial District/South Beach,6,6,37.78684997558594,-122.3939208984375,2024-02-01T21:15:00Z,2024,Feb,2024-Feb,2024-02-01
2024-12-31T23:30:00Z,2024-12-31T00:00:00Z,23:30:00,2024,Tuesday,2025-01-02T15:09:00Z,146268606224,1462686,256016532,NA,II,Coplogic Initial,06224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,FARNUM ST \ MOFFITT ST,21956000,Ingleside,Glen Park,8,8,37.73813629150391,-122.43395233154295,2024-12-31T23:30:00Z,2024,Dec,2024-Dec,2024-12-01
2024-04-14T01:20:00Z,2024-04-14T00:00:00Z,01:20:00,2024,Sunday,2025-04-14T09:51:00Z,147672306244,1476723,256038207,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,BROADWAY \ VAN NESS AVE,26547000,Northern,Russian Hill,3,2,37.79573822021485,-122.42341613769533,2024-04-14T01:20:00Z,2024,Apr,2024-Apr,2024-04-01
2024-03-01T20:00:00Z,2024-03-01T00:00:00Z,20:00:00,2024,Friday,2024-03-02T10:35:00Z,136979506244,1369795,246027135,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,HAYES ST \ BUCHANAN ST,25933000,Northern,Hayes Valley,5,5,37.77625274658203,-122.42791748046876,2024-03-01T20:00:00Z,2024,Mar,2024-Mar,2024-03-01
2024-03-03T12:00:00Z,2024-03-03T00:00:00Z,12:00:00,2024,Sunday,2024-03-03T13:34:00Z,136970606244,1369706,240140901,240632082,II,Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,YORK ST \ HOLLADAY AVE,20830000,Ingleside,Bernal Heights,9,9,37.74647521972656,-122.40521240234376,2024-03-03T12:00:00Z,2024,Mar,2024-Mar,2024-03-01
2024-03-02T18:15:00Z,2024-03-02T00:00:00Z,18:15:00,2024,Saturday,2024-03-02T22:11:00Z,136983006244,1369830,246027157,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,VAN NESS AVE \ SACRAMENTO ST,26536000,Northern,Nob Hill,3,3,37.791290283203125,-122.42251586914062,2024-03-02T18:15:00Z,2024,Mar,2024-Mar,2024-03-01
2024-01-07T13:00:00Z,2024-01-07T00:00:00Z,13:00:00,2024,Sunday,2024-01-07T16:22:00Z,135416306244,1354163,240014936,240071937,II,Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,39TH AVE \ CLEMENT ST,27899000,Richmond,Lincoln Park,1,1,37.781327195293386,-122.4998705718611,2024-01-07T13:00:00Z,2024,Jan,2024-Jan,2024-01-01
2024-01-02T16:00:00Z,2024-01-02T00:00:00Z,16:00:00,2024,Tuesday,2024-01-02T19:35:00Z,135393606244,1353936,246001678,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,FRANCISCO ST \ MONTGOMERY ST,24880000,Central,North Beach,3,3,37.80569594262971,-122.40535724201465,2024-01-02T16:00:00Z,2024,Jan,2024-Jan,2024-01-01
2024-01-03T18:00:00Z,2024-01-03T00:00:00Z,18:00:00,2024,Wednesday,2024-01-03T19:23:00Z,135392806244,1353928,246001769,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,FRANCISCO ST \ MONTGOMERY ST,24880000,Central,North Beach,3,3,37.80569594262971,-122.40535724201465,2024-01-03T18:00:00Z,2024,Jan,2024-Jan,2024-01-01
2024-01-01T20:30:00Z,2024-01-01T00:00:00Z,20:30:00,2024,Monday,2024-01-01T21:57:00Z,135392606244,1353926,246001587,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,COLUMBUS AVE \ LEAVENWORTH ST,25576000,Central,North Beach,3,3,37.80624124805435,-122.41878185632008,2024-01-01T20:30:00Z,2024,Jan,2024-Jan,2024-01-01
2024-01-05T16:00:00Z,2024-01-05T00:00:00Z,16:00:00,2024,Friday,2024-01-07T18:09:00Z,135419306241,1354193,240015122,240072292,II,Initial,06241,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, <$50",Open or Active,ANZA ST \ 22ND AVE,27532000,Richmond,Outer Richmond,1,1,37.77831144810871,-122.48138064079004,2024-01-05T16:00:00Z,2024,Jan,2024-Jan,2024-01-01
2024-01-07T13:00:00Z,2024-01-07T00:00:00Z,13:00:00,2024,Sunday,2024-01-07T15:46:00Z,135416106244,1354161,240014867,240071821,II,Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,HAYES ST \ SCOTT ST,26052000,Northern,Hayes Valley,5,5,37.77520593016615,-122.43612896530242,2024-01-07T13:00:00Z,2024,Jan,2024-Jan,2024-01-01
2024-01-02T13:00:00Z,2024-01-02T00:00:00Z,13:00:00,2024,Tuesday,2024-01-02T23:17:00Z,135400806244,1354008,246001888,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,TAYLOR ST \ JEFFERSON ST,25594000,Central,North Beach,3,3,37.80821405292514,-122.41580242607432,2024-01-02T13:00:00Z,2024,Jan,2024-Jan,2024-01-01
2024-01-04T11:45:00Z,2024-01-04T00:00:00Z,11:45:00,2024,Thursday,2024-01-04T13:46:00Z,135394006244,1353940,246002068,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,MASON ST \ CHESTNUT ST,25463000,Central,North Beach,3,3,37.80376130072904,-122.41322278716598,2024-01-04T11:45:00Z,2024,Jan,2024-Jan,2024-01-01
2024-01-01T17:30:00Z,2024-01-01T00:00:00Z,17:30:00,2024,Monday,2024-01-01T21:33:00Z,135404406244,1354044,246001571,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,FRANCISCO ST \ MONTGOMERY ST,24880000,Central,North Beach,3,3,37.80569594262971,-122.40535724201465,2024-01-01T17:30:00Z,2024,Jan,2024-Jan,2024-01-01
2024-01-04T11:30:00Z,2024-01-04T00:00:00Z,11:30:00,2024,Thursday,2024-01-05T16:48:00Z,135408306244,1354083,240007759,NA,IS,Coplogic Supplement,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,TAYLOR ST \ JEFFERSON ST,25594000,Central,North Beach,3,3,37.80821405292514,-122.41580242607432,2024-01-04T11:30:00Z,2024,Jan,2024-Jan,2024-01-01
2024-01-03T19:00:00Z,2024-01-03T00:00:00Z,19:00:00,2024,Wednesday,2024-01-04T01:35:00Z,135389606244,1353896,246002018,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,JONES ST \ HOUSTON ST,25529000,Central,Russian Hill,3,3,37.80382300638797,-122.41660483094648,2024-01-03T19:00:00Z,2024,Jan,2024-Jan,2024-01-01
2024-01-05T18:00:00Z,2024-01-05T00:00:00Z,18:00:00,2024,Friday,2024-01-07T08:22:00Z,135410106222,1354101,240014215,240070618,II,Initial,06222,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, $50-$200",Open or Active,VICENTE ST \ 36TH AVE,23373000,Taraval,Sunset/Parkside,4,4,37.73851920682472,-122.49366815307012,2024-01-05T18:00:00Z,2024,Jan,2024-Jan,2024-01-01
2024-01-02T14:30:00Z,2024-01-02T00:00:00Z,14:30:00,2024,Tuesday,2024-01-02T17:25:00Z,135400706244,1354007,246001850,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,SUTTER ST \ CLAUDE LN,24665000,Central,Financial District/South Beach,3,3,37.78978278113182,-122.40420819360396,2024-01-02T14:30:00Z,2024,Jan,2024-Jan,2024-01-01
2024-01-03T18:45:00Z,2024-01-03T00:00:00Z,18:45:00,2024,Wednesday,2024-01-03T21:56:00Z,135389206244,1353892,246001781,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,FILBERT ST \ SANSOME ST,30718000,Central,Financial District/South Beach,3,3,37.80216674861999,-122.40297367760448,2024-01-03T18:45:00Z,2024,Jan,2024-Jan,2024-01-01
2024-01-07T15:30:00Z,2024-01-07T00:00:00Z,15:30:00,2024,Sunday,2024-01-07T15:31:00Z,135415806244,1354158,240014851,240071791,II,Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,HAYES ST \ PIERCE ST,26043000,Northern,Hayes Valley,5,5,37.77541686019655,-122.43448332106492,2024-01-07T15:30:00Z,2024,Jan,2024-Jan,2024-01-01
2024-01-01T17:15:00Z,2024-01-01T00:00:00Z,17:15:00,2024,Monday,2024-01-01T21:44:00Z,135408706244,1354087,240001745,NA,IS,Coplogic Supplement,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,SUTTER ST \ KEARNY ST,24720000,Central,Financial District/South Beach,3,3,37.789829338038246,-122.4038415643651,2024-01-01T17:15:00Z,2024,Jan,2024-Jan,2024-01-01
2024-01-02T17:30:00Z,2024-01-02T00:00:00Z,17:30:00,2024,Tuesday,2024-01-02T19:03:00Z,135393506244,1353935,246001662,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,NORTH POINT ST \ LARKIN ST,25589000,Central,Russian Hill,2,2,37.80549664761133,-122.4220068226566,2024-01-02T17:30:00Z,2024,Jan,2024-Jan,2024-01-01
