incident_datetime,incident_date,incident_time,incident_year,incident_day_of_week,report_datetime,row_id,incident_id,incident_number,cad_number,report_type_code,report_type_description,incident_code,incident_category,incident_subcategory,incident_description,resolution,intersection,cnn,police_district,analysis_neighborhood,supervisor_district,supervisor_district_2012,latitude,longitude,incident_datetime_parsed,incident_year_rx,incident_month_rx,incident_year_month_rx,incident_year_month_date_rx
2024-06-21T17:00:00Z,2024-06-21T00:00:00Z,17:00:00,2024,Friday,2024-06-23T21:12:00Z,140218106244,1402181,246081567,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,ALMADEN CT \ ANZA ST,27218000,Richmond,Lone Mountain/USF,2,1,37.77947998046875,-122.45774841308594,2024-06-21T17:00:00Z,2024,Jun,2024-Jun,2024-06-01
2024-06-25T18:00:00Z,2024-06-25T00:00:00Z,18:00:00,2024,Tuesday,2024-06-27T15:05:00Z,140220006244,1402200,246081711,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,FELL ST \ VAN NESS AVE,24448000,Northern,Hayes Valley,6,5,37.7763671875,-122.41950988769533,2024-06-25T18:00:00Z,2024,Jun,2024-Jun,2024-06-01
2024-06-22T03:27:00Z,2024-06-22T00:00:00Z,03:27:00,2024,Saturday,2024-06-23T19:57:00Z,140256806244,1402568,246082399,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,FELTON ST \ UNIVERSITY ST,20954000,Bayview,Portola,9,9,37.72745513916016,-122.41445922851562,2024-06-22T03:27:00Z,2024,Jun,2024-Jun,2024-06-01
2024-04-25T12:00:00Z,2024-04-25T00:00:00Z,12:00:00,2024,Thursday,2024-04-26T11:50:00Z,138555806244,1385558,240262828,241171415,II,Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,ALICE B TOKLAS PL \ VAN NESS AVE,25195000,Northern,Tenderloin,5,5,37.78523254394531,-122.42121887207033,2024-04-25T12:00:00Z,2024,Apr,2024-Apr,2024-04-01
2024-04-26T17:00:00Z,2024-04-26T00:00:00Z,17:00:00,2024,Friday,2024-04-26T17:00:00Z,138567706224,1385677,240261278,NA,IS,Initial Supplement,06224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,FRANKLIN ST \ PETER YORKE WAY \ POST ST,25216000,Northern,Western Addition,2,2,37.78640365600586,-122.42321014404295,2024-04-26T17:00:00Z,2024,Apr,2024-Apr,2024-04-01
2024-04-23T19:30:00Z,2024-04-23T00:00:00Z,19:30:00,2024,Tuesday,2024-04-24T14:20:00Z,138548406224,1385484,246055471,NA,II,Coplogic Initial,06224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,41ST AVE \ MORAGA ST,27762000,Taraval,Sunset/Parkside,4,4,37.75505447387695,-122.50017547607422,2024-04-23T19:30:00Z,2024,Apr,2024-Apr,2024-04-01
2024-04-23T19:00:00Z,2024-04-23T00:00:00Z,19:00:00,2024,Tuesday,2024-04-24T11:10:00Z,138548706244,1385487,246055437,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,LOUISBURG ST \ NIAGARA AVE,22186000,Taraval,Oceanview/Merced/Ingleside,11,11,37.720481872558594,-122.45010375976562,2024-04-23T19:00:00Z,2024,Apr,2024-Apr,2024-04-01
2024-11-06T19:00:00Z,2024-11-06T00:00:00Z,19:00:00,2024,Wednesday,2025-03-10T13:01:00Z,146779006244,1467790,240697457,NA,IS,Initial Supplement,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,04TH ST \ KING ST,23798000,Southern,Mission Bay,6,6,37.77633285522461,-122.39403533935548,2024-11-06T19:00:00Z,2024,Nov,2024-Nov,2024-11-01
2024-04-25T14:40:00Z,2024-04-25T00:00:00Z,14:40:00,2024,Thursday,2024-04-26T17:17:00Z,138564506244,1385645,240263644,241172526,II,Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,22ND ST \ MISSION ST,24111000,Mission,Mission,9,9,37.75543594360352,-122.4187469482422,2024-04-25T14:40:00Z,2024,Apr,2024-Apr,2024-04-01
2024-06-22T03:00:00Z,2024-06-22T00:00:00Z,03:00:00,2024,Saturday,2024-06-24T13:41:00Z,140228506224,1402285,246081432,NA,II,Coplogic Initial,06224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,POLK ST \ WILLOW ST,25177000,Tenderloin,Tenderloin,5,6,37.7835693359375,-122.41927337646484,2024-06-22T03:00:00Z,2024,Jun,2024-Jun,2024-06-01
2024-06-28T09:30:00Z,2024-06-28T00:00:00Z,09:30:00,2024,Friday,2024-06-28T10:30:00Z,140225406243,1402254,240402262,241801087,II,Initial,06243,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $200-$950",Open or Active,STEINER ST \ SUTTER ST,26628000,Northern,Pacific Heights,2,2,37.7858772277832,-122.43492126464844,2024-06-28T09:30:00Z,2024,Jun,2024-Jun,2024-06-01
2024-06-22T23:00:00Z,2024-06-22T00:00:00Z,23:00:00,2024,Saturday,2024-06-23T16:52:00Z,140219006224,1402190,246081551,NA,II,Coplogic Initial,06224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,JACKSON ST \ LYON ST,26885000,Richmond,Pacific Heights,2,2,37.79100036621094,-122.44611358642578,2024-06-22T23:00:00Z,2024,Jun,2024-Jun,2024-06-01
2024-06-26T07:00:00Z,2024-06-26T00:00:00Z,07:00:00,2024,Wednesday,2024-06-26T21:12:00Z,140229506224,1402295,246081498,NA,II,Coplogic Initial,06224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,25TH ST \ SHOTWELL ST,24059000,Mission,Mission,9,9,37.75083541870117,-122.4150161743164,2024-06-26T07:00:00Z,2024,Jun,2024-Jun,2024-06-01
2024-06-24T10:00:00Z,2024-06-24T00:00:00Z,10:00:00,2024,Monday,2024-06-28T16:45:00Z,140238306243,1402383,240402955,241802310,II,Initial,06243,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $200-$950",Open or Active,SACRAMENTO ST \ SPRUCE ST,26945000,Richmond,Presidio Heights,2,2,37.78734588623047,-122.4535903930664,2024-06-24T10:00:00Z,2024,Jun,2024-Jun,2024-06-01
2024-06-25T18:45:00Z,2024-06-25T00:00:00Z,18:45:00,2024,Tuesday,2024-06-26T00:00:00Z,140218006224,1402180,246081307,NA,II,Coplogic Initial,06224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,DR CARLTON B GOODLETT PL \ MCALLISTER ST \ POLK ST,24462000,Northern,Tenderloin,5,6,37.7802619934082,-122.4186019897461,2024-06-25T18:45:00Z,2024,Jun,2024-Jun,2024-06-01
2024-06-23T11:00:00Z,2024-06-23T00:00:00Z,11:00:00,2024,Sunday,2024-06-25T08:11:00Z,140256906244,1402569,246082468,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,19TH ST \ MINNESOTA ST,23645000,Bayview,Potrero Hill,10,10,37.76165390014648,-122.39057159423828,2024-06-23T11:00:00Z,2024,Jun,2024-Jun,2024-06-01
2024-06-21T04:00:00Z,2024-06-21T00:00:00Z,04:00:00,2024,Friday,2024-06-25T18:08:00Z,140219906224,1402199,246081727,NA,II,Coplogic Initial,06224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,16TH AVE \ NORIEGA ST,27311000,Taraval,Inner Sunset,7,7,37.75437927246094,-122.47325897216795,2024-06-21T04:00:00Z,2024,Jun,2024-Jun,2024-06-01
2024-05-30T21:30:00Z,2024-05-30T00:00:00Z,21:30:00,2024,Thursday,2024-05-31T15:41:00Z,139596706224,1395967,246072237,NA,II,Coplogic Initial,06224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,23RD ST \ TENNESSEE ST,23556000,Bayview,Potrero Hill,10,10,37.75532913208008,-122.38899993896484,2024-05-30T21:30:00Z,2024,May,2024-May,2024-05-01
2024-06-04T16:00:00Z,2024-06-04T00:00:00Z,16:00:00,2024,Tuesday,2024-06-04T17:12:00Z,139613006244,1396130,240350815,241562524,II,Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,GEARY BLVD \ LAGUNA ST,26514000,Northern,Western Addition,2,5,37.78495407104492,-122.42798614501952,2024-06-04T16:00:00Z,2024,Jun,2024-Jun,2024-06-01
2024-05-31T06:40:00Z,2024-05-31T00:00:00Z,06:40:00,2024,Friday,2024-05-31T16:43:00Z,139594806224,1395948,246072243,NA,II,Coplogic Initial,06224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,MADERA ST \ WISCONSIN ST,23704000,Bayview,Potrero Hill,10,10,37.75584030151367,-122.39879608154295,2024-05-31T06:40:00Z,2024,May,2024-May,2024-05-01
2024-04-26T11:00:00Z,2024-04-26T00:00:00Z,11:00:00,2024,Friday,2024-04-26T12:20:00Z,138557606243,1385576,240262884,241171517,II,Initial,06243,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $200-$950",Open or Active,HAGIWARA TEA GARDEN DR \ MUSIC CONCOURSE ACCESS RD,32854000,Richmond,Golden Gate Park,7,1,37.77017211914063,-122.46929168701172,2024-04-26T11:00:00Z,2024,Apr,2024-Apr,2024-04-01
2024-04-25T00:00:00Z,2024-04-25T00:00:00Z,00:00:00,2024,Thursday,2024-04-26T18:30:00Z,138576106224,1385761,246055891,NA,II,Coplogic Initial,06224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,GARCES DR \ GONZALEZ DR,22561000,Taraval,Lakeshore,7,7,37.715911865234375,-122.47843170166016,2024-04-25T00:00:00Z,2024,Apr,2024-Apr,2024-04-01
2024-04-26T09:00:00Z,2024-04-26T00:00:00Z,09:00:00,2024,Friday,2024-04-27T16:23:00Z,138586206244,1385862,240265521,241182026,II,Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,HAYES ST \ VAN NESS AVE,24450000,Northern,Tenderloin,5,6,37.77729797363281,-122.41969299316406,2024-04-26T09:00:00Z,2024,Apr,2024-Apr,2024-04-01
2024-04-26T21:15:00Z,2024-04-26T00:00:00Z,21:15:00,2024,Friday,2024-04-26T21:40:00Z,138573706220,1385737,240264147,241173383,II,Initial,06220,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, Att.",Open or Active,COSMO PL \ OPHIR ALY,24966000,Central,Nob Hill,3,3,37.78803634643555,-122.4127960205078,2024-04-26T21:15:00Z,2024,Apr,2024-Apr,2024-04-01
2024-01-21T01:00:00Z,2024-01-21T00:00:00Z,01:00:00,2024,Sunday,2024-04-26T12:09:00Z,138576306244,1385763,246055863,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,21ST AVE \ VICENTE ST,23170000,Taraval,Sunset/Parkside,4,4,37.73923110961914,-122.47757720947266,2024-01-21T01:00:00Z,2024,Jan,2024-Jan,2024-01-01
2024-06-04T12:20:00Z,2024-06-04T00:00:00Z,12:20:00,2024,Tuesday,2024-06-04T12:37:00Z,139607606243,1396076,240350263,241561513,II,Initial,06243,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $200-$950",Open or Active,PARKRIDGE DR \ VISTA LN,32974000,Park,Twin Peaks,8,8,37.752349853515625,-122.44598388671876,2024-06-04T12:20:00Z,2024,Jun,2024-Jun,2024-06-01
2024-04-24T15:30:00Z,2024-04-24T00:00:00Z,15:30:00,2024,Wednesday,2024-04-26T08:05:00Z,138597506244,1385975,246056071,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,25TH ST \ HARRISON ST,23975000,Mission,Mission,9,9,37.75103378295898,-122.4117431640625,2024-04-24T15:30:00Z,2024,Apr,2024-Apr,2024-04-01
2024-04-27T22:02:00Z,2024-04-27T00:00:00Z,22:02:00,2024,Saturday,2024-04-27T22:10:00Z,138591206242,1385912,240266046,241182963,II,Initial,06242,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $50-$200",Open or Active,23RD AVE \ ORTEGA ST,27379000,Taraval,Sunset/Parkside,4,4,37.7521858215332,-122.48062896728516,2024-04-27T22:02:00Z,2024,Apr,2024-Apr,2024-04-01
2024-04-27T17:00:00Z,2024-04-27T00:00:00Z,17:00:00,2024,Saturday,2024-04-28T13:49:00Z,138604006241,1386040,240267298,241191613,II,Initial,06241,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, <$50",Open or Active,LOMBARD ST \ TAYLOR ST,25520000,Central,Russian Hill,3,3,37.80261993408203,-122.41468048095705,2024-04-27T17:00:00Z,2024,Apr,2024-Apr,2024-04-01
2024-04-27T22:00:00Z,2024-04-27T00:00:00Z,22:00:00,2024,Saturday,2024-04-28T12:51:00Z,138602506243,1386025,240267210,241191445,II,Initial,06243,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $200-$950",Open or Active,FRANK NORRIS ST \ LARKIN ST,25205000,Central,Nob Hill,3,3,37.78937530517578,-122.4187469482422,2024-04-27T22:00:00Z,2024,Apr,2024-Apr,2024-04-01
2024-04-28T01:54:00Z,2024-04-28T00:00:00Z,01:54:00,2024,Sunday,2024-04-28T15:45:00Z,138606606243,1386066,240267486,241191820,II,Initial,06243,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $200-$950",Open or Active,LASSEN ALY \ TERESITA BLVD,33017000,Ingleside,West of Twin Peaks,7,7,37.73522567749024,-122.4462890625,2024-04-28T01:54:00Z,2024,Apr,2024-Apr,2024-04-01
2024-04-28T12:00:00Z,2024-04-28T00:00:00Z,12:00:00,2024,Sunday,2024-04-28T18:02:00Z,138608106244,1386081,240267765,241192357,II,Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,FILLMORE ST \ LOMBARD ST,26751000,Northern,Marina,2,2,37.799842834472656,-122.43604278564452,2024-04-28T12:00:00Z,2024,Apr,2024-Apr,2024-04-01
2024-05-12T12:37:00Z,2024-05-12T00:00:00Z,12:37:00,2024,Sunday,2024-05-12T13:40:00Z,138992306243,1389923,240298588,241331170,II,Initial,06243,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $200-$950",Open or Active,09TH ST \ HARRISON ST,24209000,Southern,South of Market,6,6,37.77252578735352,-122.41007995605467,2024-05-12T12:37:00Z,2024,May,2024-May,2024-05-01
2024-05-11T01:00:00Z,2024-05-11T00:00:00Z,01:00:00,2024,Saturday,2024-05-11T22:48:00Z,138974806244,1389748,246061694,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,15TH ST \ LANDERS ST,25873000,Mission,Castro/Upper Market,8,8,37.76619338989258,-122.4277572631836,2024-05-11T01:00:00Z,2024,May,2024-May,2024-05-01
2024-05-13T13:00:00Z,2024-05-13T00:00:00Z,13:00:00,2024,Monday,2024-05-13T13:40:00Z,139000806244,1390008,240300826,241341721,II,Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,HAYES ST \ STEINER ST,26041000,Northern,Hayes Valley,5,5,37.77562713623047,-122.43283081054688,2024-05-13T13:00:00Z,2024,May,2024-May,2024-05-01
2024-05-06T16:00:00Z,2024-05-06T00:00:00Z,16:00:00,2024,Monday,2024-05-09T14:09:00Z,138974106244,1389741,246061644,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,18TH ST \ CASTRO ST,25813000,Mission,Castro/Upper Market,8,8,37.760887145996094,-122.43499755859376,2024-05-06T16:00:00Z,2024,May,2024-May,2024-05-01
2024-05-13T15:30:00Z,2024-05-13T00:00:00Z,15:30:00,2024,Monday,2024-05-13T16:21:00Z,139006206244,1390062,240301272,241342305,II,Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,LOMBARD ST \ MONTCLAIR TER,25568000,Central,Russian Hill,3,2,37.80212020874024,-122.41900634765624,2024-05-13T15:30:00Z,2024,May,2024-May,2024-05-01
2024-05-07T19:20:00Z,2024-05-07T00:00:00Z,19:20:00,2024,Tuesday,2024-05-08T09:14:00Z,139003006244,1390030,246061917,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,FRANKLIN ST \ OFARRELL ST \ STARR KING WAY,25196000,Northern,Western Addition,2,5,37.7845458984375,-122.42283630371094,2024-05-07T19:20:00Z,2024,May,2024-May,2024-05-01
2024-05-08T21:30:00Z,2024-05-08T00:00:00Z,21:30:00,2024,Wednesday,2024-05-09T11:45:00Z,138975706244,1389757,246061638,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,25TH ST \ NOE ST,25735000,Mission,Noe Valley,8,8,37.74982833862305,-122.43171691894533,2024-05-08T21:30:00Z,2024,May,2024-May,2024-05-01
2024-04-27T08:00:00Z,2024-04-27T00:00:00Z,08:00:00,2024,Saturday,2024-04-27T10:20:00Z,138617806224,1386178,246056576,NA,II,Coplogic Initial,06224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,COLLINGWOOD ST \ MARKET ST,25820000,Mission,Castro/Upper Market,8,8,37.76213836669922,-122.43624114990234,2024-04-27T08:00:00Z,2024,Apr,2024-Apr,2024-04-01
2024-04-26T08:00:00Z,2024-04-26T00:00:00Z,08:00:00,2024,Friday,2024-04-27T01:08:00Z,138617906244,1386179,246056106,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,18TH ST \ BRYANT ST,24014000,Mission,Mission,9,10,37.76176071166992,-122.41011810302734,2024-04-26T08:00:00Z,2024,Apr,2024-Apr,2024-04-01
2024-04-29T10:00:00Z,2024-04-29T00:00:00Z,10:00:00,2024,Monday,2024-04-29T13:17:00Z,138628206243,1386282,240269244,241201531,II,Initial,06243,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $200-$950",Open or Active,GEARY BLVD \ SCOTT ST,26618000,Northern,Western Addition,5,5,37.78371810913086,-122.43785095214844,2024-04-29T10:00:00Z,2024,Apr,2024-Apr,2024-04-01
2024-04-27T15:00:00Z,2024-04-27T00:00:00Z,15:00:00,2024,Saturday,2024-04-28T09:09:00Z,138616506244,1386165,246056560,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,21ST ST \ CAPP ST,24084000,Mission,Mission,9,9,37.75709915161133,-122.41780853271484,2024-04-27T15:00:00Z,2024,Apr,2024-Apr,2024-04-01
2024-04-25T08:00:00Z,2024-04-25T00:00:00Z,08:00:00,2024,Thursday,2024-04-26T14:16:00Z,138617306244,1386173,246056247,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,26TH AVE \ CABRILLO ST,27522000,Richmond,Outer Richmond,1,1,37.77438735961914,-122.4853973388672,2024-04-25T08:00:00Z,2024,Apr,2024-Apr,2024-04-01
2024-04-29T14:00:00Z,2024-04-29T00:00:00Z,14:00:00,2024,Monday,2024-04-29T17:03:00Z,138636206244,1386362,240269846,241202269,II,Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,MARKET ST \ MASON ST \ TURK ST,24898000,Tenderloin,South of Market,6,6,37.78328704833984,-122.40895080566406,2024-04-29T14:00:00Z,2024,Apr,2024-Apr,2024-04-01
2024-05-04T20:00:00Z,2024-05-04T00:00:00Z,20:00:00,2024,Saturday,2024-05-08T12:14:00Z,138974006224,1389740,246061600,NA,II,Coplogic Initial,06224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,CHULA LN \ CHURCH ST,25725000,Mission,Castro/Upper Market,8,8,37.76357650756836,-122.42857360839844,2024-05-04T20:00:00Z,2024,May,2024-May,2024-05-01
2024-05-06T22:00:00Z,2024-05-06T00:00:00Z,22:00:00,2024,Monday,2024-05-08T20:58:00Z,138975606244,1389756,246061622,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,18TH ST \ EUREKA ST,25819000,Mission,Castro/Upper Market,8,8,37.76069259643555,-122.43826293945312,2024-05-06T22:00:00Z,2024,May,2024-May,2024-05-01
2024-05-12T15:30:00Z,2024-05-12T00:00:00Z,15:30:00,2024,Sunday,2024-05-12T19:36:00Z,138986006244,1389860,240299241,241332044,II,Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,MARIPOSA ST \ RHODE ISLAND ST,23770000,Southern,Potrero Hill,10,10,37.76350402832031,-122.4024429321289,2024-05-12T15:30:00Z,2024,May,2024-May,2024-05-01
2024-05-12T21:10:00Z,2024-05-12T00:00:00Z,21:10:00,2024,Sunday,2024-05-13T06:25:00Z,138994306244,1389943,240299940,241340424,II,Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,ITALY AVE \ MADRID ST,21727000,Ingleside,Excelsior,11,11,37.71695327758789,-122.43633270263672,2024-05-12T21:10:00Z,2024,May,2024-May,2024-05-01
2024-05-11T14:00:00Z,2024-05-11T00:00:00Z,14:00:00,2024,Saturday,2024-05-12T12:27:00Z,138978506224,1389785,240298447,241331147,II,Initial,06224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,FILLMORE ST \ GREENWICH ST,26747000,Northern,Marina,2,2,37.7989501953125,-122.43586730957033,2024-05-11T14:00:00Z,2024,May,2024-May,2024-05-01
2024-06-02T19:00:00Z,2024-06-02T00:00:00Z,19:00:00,2024,Sunday,2024-06-03T19:01:00Z,139597406244,1395974,246072481,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,18TH AVE \ TARAVAL ST,23182000,Taraval,West of Twin Peaks,7,7,37.74309539794922,-122.47462463378906,2024-06-02T19:00:00Z,2024,Jun,2024-Jun,2024-06-01
2024-05-07T06:00:00Z,2024-05-07T00:00:00Z,06:00:00,2024,Tuesday,2024-06-21T18:38:00Z,140247806244,1402478,246061155,NA,IS,Coplogic Supplement,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,27TH ST \ CASTRO ST \ NEWBURG ST,22017000,Ingleside,Noe Valley,8,8,37.74649429321289,-122.43370056152344,2024-05-07T06:00:00Z,2024,May,2024-May,2024-05-01
2024-06-28T15:00:00Z,2024-06-28T00:00:00Z,15:00:00,2024,Friday,2024-06-29T12:25:00Z,140258506243,1402585,240404434,241811356,II,Initial,06243,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $200-$950",Open or Active,BUSH ST \ STOCKTON ST,24911000,Central,Financial District/South Beach,3,3,37.79036712646485,-122.40713500976562,2024-06-28T15:00:00Z,2024,Jun,2024-Jun,2024-06-01
2024-06-25T09:48:00Z,2024-06-25T00:00:00Z,09:48:00,2024,Tuesday,2024-06-25T15:17:00Z,140231506244,1402315,246081266,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,FRANCISCO ST \ KEARNY ST,25385000,Central,North Beach,3,3,37.80549621582031,-122.4069595336914,2024-06-25T09:48:00Z,2024,Jun,2024-Jun,2024-06-01
2024-06-22T03:00:00Z,2024-06-22T00:00:00Z,03:00:00,2024,Saturday,2024-06-22T11:20:00Z,140245306224,1402453,246082327,NA,II,Coplogic Initial,06224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,ATHENS ST \ MADISON ST,21658000,Ingleside,Excelsior,11,9,37.72820663452149,-122.42350769042967,2024-06-22T03:00:00Z,2024,Jun,2024-Jun,2024-06-01
2024-06-23T22:00:00Z,2024-06-23T00:00:00Z,22:00:00,2024,Sunday,2024-06-24T14:18:00Z,140229206224,1402292,246081608,NA,II,Coplogic Initial,06224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,BAKER ST \ CALIFORNIA ST,26827000,Richmond,Pacific Heights,2,2,37.78764724731445,-122.44375610351562,2024-06-23T22:00:00Z,2024,Jun,2024-Jun,2024-06-01
2024-06-28T00:01:00Z,2024-06-28T00:00:00Z,00:01:00,2024,Friday,2024-06-28T06:08:00Z,140222506244,1402225,240402030,241800442,II,Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,BUSH ST \ LARKIN ST,25204000,Central,Nob Hill,3,3,37.788909912109375,-122.4186553955078,2024-06-28T00:01:00Z,2024,Jun,2024-Jun,2024-06-01
2024-06-29T02:07:00Z,2024-06-29T00:00:00Z,02:07:00,2024,Saturday,2024-06-29T02:15:00Z,140244206242,1402442,240403925,241810268,II,Initial,06242,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $50-$200",Open or Active,08TH ST \ HOWARD ST,24299000,Southern,South of Market,6,6,37.77622222900391,-122.41160583496094,2024-06-29T02:07:00Z,2024,Jun,2024-Jun,2024-06-01
2024-06-24T22:00:00Z,2024-06-24T00:00:00Z,22:00:00,2024,Monday,2024-06-24T22:43:00Z,140229906244,1402299,246081181,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,POST ST \ WEBSTER ST,26591000,Northern,Japantown,5,5,37.78537368774414,-122.43136596679688,2024-06-24T22:00:00Z,2024,Jun,2024-Jun,2024-06-01
2024-02-17T23:00:00Z,2024-02-17T00:00:00Z,23:00:00,2024,Saturday,2024-06-22T08:45:00Z,140247606244,1402476,246082311,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,BREWSTER ST \ JOY ST,33276000,Ingleside,Bernal Heights,9,9,37.74388122558594,-122.40726470947266,2024-02-17T23:00:00Z,2024,Feb,2024-Feb,2024-02-01
2024-06-28T00:01:00Z,2024-06-28T00:00:00Z,00:01:00,2024,Friday,2024-06-29T15:24:00Z,140259406244,1402594,240402030,241800442,IS,Initial Supplement,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,04TH ST \ MISSION ST,24632000,Southern,South of Market,6,6,37.78447723388672,-122.40426635742188,2024-06-28T00:01:00Z,2024,Jun,2024-Jun,2024-06-01
